city,category,sum(review_count)
Las Vegas,Pet Boarding/Pet Sitting,3014
Las Vegas,Acupuncture,210
Las Vegas,Antiques,707
Las Vegas,Food Tours,318
Las Vegas,Parks,3466
Las Vegas,Kitchen & Bath,1115
Las Vegas,Hot Dogs,5868
Las Vegas,Country Dance Halls,265
Las Vegas,Spray Tanning,1712
Las Vegas,Gerontologists,30
Las Vegas,Car Share Services,45
Las Vegas,Vinyl Records,209
Las Vegas,Bingo Halls,96
Las Vegas,Lawyers,2101
Las Vegas,Pizza,50699
Las Vegas,Bubble Tea,6262
Las Vegas,Child Care & Day Care,1128
Las Vegas,Lighting Fixtures & Equipment,554
Las Vegas,Photographers,2572
Las Vegas,Cosmetic Surgeons,813
Las Vegas,Neurologist,158
Las Vegas,Piano Bars,1134
Las Vegas,Pulmonologist,32
Las Vegas,Trains,365
Las Vegas,Pet Transportation,37
Las Vegas,Convenience Stores,3448
Las Vegas,Japanese,67512
Las Vegas,Powder Coating,13
Las Vegas,Personal Care Services,8
Las Vegas,Employment Law,144
Las Vegas,Trailer Repair,59
Las Vegas,Scooter Tours,38
Las Vegas,Skate Parks,42
Las Vegas,Debt Relief Services,27
Las Vegas,Midwives,142
Las Vegas,Auto Upholstery,16
Las Vegas,Web Design,733
Las Vegas,Hospice,69
Las Vegas,Paint Stores,30
Las Vegas,Bridal,2063
Las Vegas,Music & DVDs,575
Las Vegas,Pet Photography,32
Las Vegas,Process Servers,6
Las Vegas,Rest Stops,7
Las Vegas,Puerto Rican,176
Las Vegas,Food Stands,3560
Las Vegas,Florists,2042
Las Vegas,Casinos,93416
Las Vegas,Social Clubs,4620
Las Vegas,Motorsport Vehicle Dealers,19
Las Vegas,Gutter Services,81
Las Vegas,Decks & Railing,9
Las Vegas,Auto Parts & Supplies,8490
Las Vegas,Shaved Ice,3437
Las Vegas,Polish,47
Las Vegas,Ethiopian,519
Las Vegas,Community Gardens,12
Las Vegas,Duty-Free Shops,11
Las Vegas,Costumes,539
Las Vegas,Bus Tours,372
Las Vegas,Office Equipment,556
Las Vegas,Coffee & Tea,37745
Las Vegas,Oxygen Bars,38
Las Vegas,Accountants,487
Las Vegas,Recycling Center,68
Las Vegas,Poke,2089
Las Vegas,Uniforms,282
Las Vegas,Horse Racing,21
Las Vegas,Club Crawl,56
Las Vegas,Pet Breeders,96
Las Vegas,Thrift Stores,1163
Las Vegas,Comfort Food,7729
Las Vegas,Venezuelan,1113
Las Vegas,South African,3
Las Vegas,Mobile Phones,4698
Las Vegas,Boot Camps,1550
Las Vegas,Amateur Sports Teams,714
Las Vegas,Cooking Classes,63
Las Vegas,Videos & Video Game Rental,984
Las Vegas,IT Services & Computer Repair,5462
Las Vegas,Flowers & Gifts,4333
Las Vegas,Leisure Centers,453
Las Vegas,Tanning Beds,410
Las Vegas,Eyewear & Opticians,2229
Las Vegas,Psychics & Astrologers,1599
Las Vegas,Embroidery & Crochet,146
Las Vegas,Herbs & Spices,191
Las Vegas,Historical Tours,102
Las Vegas,Kids Activities,1230
Las Vegas,Food Trucks,3553
Las Vegas,Appliances,2022
Las Vegas,Professional Sports Teams,126
Las Vegas,Appliances & Repair,2147
Las Vegas,Golf,3865
Las Vegas,Jet Skis,9
Las Vegas,Fireplace Services,76
Las Vegas,Surgeons,193
Las Vegas,Skate Shops,40
Las Vegas,Furniture Assembly,170
Las Vegas,Cooking Schools,25
Las Vegas,Sports Wear,1036
Las Vegas,Community Service/Non-Profit,854
Las Vegas,Cosmetology Schools,423
Las Vegas,Shanghainese,317
Las Vegas,Massage Schools,90
Las Vegas,Donuts,5177
Las Vegas,Massage,11633
Las Vegas,Cardio Classes,99
Las Vegas,Traditional Chinese Medicine,40
Las Vegas,Batting Cages,66
Las Vegas,Haunted Houses,141
Las Vegas,Laotian,661
Las Vegas,Airport Lounges,436
Las Vegas,Public Services & Government,4773
Las Vegas,Contractors,5235
Las Vegas,Buses,360
Las Vegas,Buddhist Temples,123
Las Vegas,Windows Installation,628
Las Vegas,Transmission Repair,738
Las Vegas,Soccer,219
Las Vegas,Audiologist,52
Las Vegas,Pet Adoption,378
Las Vegas,Sewing & Alterations,1497
Las Vegas,Gas & Service Stations,2794
Las Vegas,Telecommunications,447
Las Vegas,Wineries,67
Las Vegas,Brazilian Jiu-jitsu,27
Las Vegas,Arabian,288
Las Vegas,Fabric Stores,260
Las Vegas,Registration Services,211
Las Vegas,Paint & Sip,231
Las Vegas,Christmas Trees,276
Las Vegas,Outlet Stores,2248
Las Vegas,Wholesalers,98
Las Vegas,Trampoline Parks,324
Las Vegas,Racing Experience,409
Las Vegas,Synagogues,7
Las Vegas,Hotels & Travel,128908
Las Vegas,Signmaking,566
Las Vegas,Teeth Whitening,127
Las Vegas,Cannabis Tours,7
Las Vegas,Urologists,85
Las Vegas,Bike Shop,19
Las Vegas,Southern,10408
Las Vegas,Assisted Living Facilities,7
Las Vegas,Psychiatrists,152
Las Vegas,Criminal Defense Law,952
Las Vegas,Endocrinologists,55
Las Vegas,Speakeasies,216
Las Vegas,Pole Dancing Classes,167
Las Vegas,Car Stereo Installation,1142
Las Vegas,Traffic Ticketing Law,194
Las Vegas,Podiatrists,268
Las Vegas,Guns & Ammo,2444
Las Vegas,Cryotherapy,67
Las Vegas,Hydrotherapy,28
Las Vegas,Local Flavor,8193
Las Vegas,Drugstores,4008
Las Vegas,Comic Books,551
Las Vegas,Makeup Artists,6262
Las Vegas,Banks & Credit Unions,2140
Las Vegas,Campgrounds,225
Las Vegas,Formal Wear,783
Las Vegas,Home Services,38879
Las Vegas,Specialty Schools,2816
Las Vegas,Circuit Training Gyms,10
Las Vegas,Singaporean,504
Las Vegas,Shipping Centers,2111
Las Vegas,Garage Door Services,1241
Las Vegas,Movers,2554
Las Vegas,Piano Services,67
Las Vegas,Float Spa,5
