city,category,sum(review_count)
Phoenix,Auto Customization,502
Phoenix,Ramen,1351
Phoenix,Gold Buyers,127
Phoenix,Mattresses,1029
Phoenix,Medical Centers,1963
Phoenix,Art Museums,265
Phoenix,Tax Law,9
Phoenix,Food Banks,28
Phoenix,Hypnosis/Hypnotherapy,53
Phoenix,American (New),53438
Phoenix,Laundry Services,327
Phoenix,Wine & Spirits,9294
Phoenix,Metal Fabricators,35
Phoenix,Masonry/Concrete,211
Phoenix,Peruvian,202
Phoenix,Eyebrow Services,40
Phoenix,Argentine,7
Phoenix,Lingerie,267
Phoenix,Print Media,179
Phoenix,Vinyl Records,339
Phoenix,Assisted Living Facilities,28
Phoenix,Insurance,753
Phoenix,Golf,649
Phoenix,Gyms,3051
Phoenix,Shutters,106
Phoenix,Tanning,1203
Phoenix,Auto Detailing,2275
Phoenix,Men's Hair Salons,1199
Phoenix,Tax Services,122
Phoenix,Shredding Services,33
Phoenix,Lactation Services,57
Phoenix,Party & Event Planning,2057
Phoenix,Video Game Stores,50
Phoenix,Guest Houses,25
Phoenix,Childproofing,29
Phoenix,Farming Equipment,11
Phoenix,Dinner Theater,38
Phoenix,Motorcycle Dealers,340
Phoenix,Flowers,59
Phoenix,Plumbing,3556
Phoenix,Musical Instruments & Teachers,454
Phoenix,Irish,1477
Phoenix,Propane,21
Phoenix,Rock Climbing,60
Phoenix,Beauty & Spas,24568
Phoenix,Antiques,1376
Phoenix,Colleges & Universities,326
